customerkey,geographykey,fullname,gender,yearlyincome,datefirstpurchase,city,state,region,postalcode
21804,632,BrookeCook,F,60000,24-07-2022,Port Orchard,Washington,United States,98366
21805,635,LucasRussell,M,60000,15-04-2022,Renton,Washington,United States,98055
21806,301,KelvinXie,M,60000,11-09-2022,Burbank,California,United States,91502
21807,310,AmandaCampbell,F,60000,13-11-2022,Colma,California,United States,94014
21808,315,AmandaGreen,F,60000,01-11-2022,Downey,California,United States,90241
21809,334,SydneyThompson,F,60000,11-10-2022,Lakewood,California,United States,90712
21810,372,JustinMiller,M,70000,01-03-2022,Spring Valley,California,United States,91977
21811,310,OliviaWilliams,F,70000,27-11-2022,Colma,California,United States,94014
21812,637,AdrianBailey,M,60000,13-11-2022,Seattle,Washington,United States,98104
21813,64,DaltonBrown,M,60000,15-02-2020,Shawnee,British Columbia,Canada,V9B 2C3
21814,552,NoahEdwards,M,60000,10-07-2022,W. Linn,Oregon,United States,97068
21815,63,GabrielleGreen,F,60000,05-04-2022,Shawnee,British Columbia,Canada,V8Z 4N5
21816,175,JacksonRoberts,M,130000,01-07-2022,Saarlouis,Saarland,Germany,66740
21817,273,JeromeCarlson,M,160000,26-10-2022,Watford,England,United Kingdom,WA3
21818,225,WillieChander,M,110000,02-05-2022,Orly,Val de Marne,France,94310
21819,224,ChloeHoward,F,110000,09-03-2022,Tremblay-en-France,Seine Saint Denis,France,93290
21820,190,PriscillaNath,F,110000,09-08-2022,Villeneuve-d'Ascq,Nord,France,59491
21821,142,ClaytonTang,M,120000,27-07-2022,Bonn,Hamburg,Germany,53001
21822,278,GregoryYuan,M,170000,27-05-2022,York,England,United Kingdom,Y03 4TN
21823,123,LaceyShe,F,120000,25-09-2022,Berlin,Hessen,Germany,12171
21824,255,WarrenShe,M,150000,10-12-2022,London,England,United Kingdom,W1V 5RN
21825,140,RandyZhou,M,110000,29-12-2022,Berlin,Hamburg,Germany,12311
21826,121,AbigailRussell,F,120000,14-11-2022,Ingolstadt,Bayern,Germany,85049
21827,171,MalloryGutierrez,F,130000,19-12-2022,Neunkirchen,Saarland,Germany,66578
21828,160,MeganGonzales,F,130000,11-12-2022,Paderborn,Nordrhein-Westfalen,Germany,33098
21829,270,CarolynRana,F,170000,12-10-2022,W. York,England,United Kingdom,BD1 4SJ
21830,272,BrianaAlonso,F,170000,10-06-2022,Warrington,England,United Kingdom,WA3 7BH
21831,189,YolandaAnand,F,80000,06-10-2022,Roubaix,Nord,France,59100
21832,188,PedroGill,M,80000,15-01-2023,Roncq,Nord,France,59223
21833,130,TerranceGonzalez,M,90000,09-12-2022,Duesseldorf,Hessen,Germany,40605
21834,120,JillianMehta,F,90000,02-10-2022,Hof,Bayern,Germany,95010
21835,175,SusanSun,F,120000,09-12-2022,Saarlouis,Saarland,Germany,66740
21836,162,KristiRaman,F,120000,26-07-2022,Werne,Nordrhein-Westfalen,Germany,59368
21837,131,MeganAlexander,F,80000,04-01-2023,Frankfurt,Hessen,Germany,60323
21838,173,GeraldRuiz,M,90000,11-06-2022,Poing,Saarland,Germany,66041
21839,241,BillyDiaz,M,110000,27-08-2022,Kirkby,England,United Kingdom,KB9
21840,258,StaceyMa,F,130000,02-02-2022,Maidenhead,England,United Kingdom,SL67RJ
21841,278,LindsayNath,F,160000,19-07-2022,York,England,United Kingdom,Y03 4TN
21842,147,NeilNavarro,M,100000,13-09-2022,Hamburg,Hamburg,Germany,20354
21843,158,EricaHe,F,110000,06-04-2022,Leipzig,Nordrhein-Westfalen,Germany,4139
21844,120,JamesLong,M,80000,28-07-2022,Hof,Bayern,Germany,95010
21845,184,CameronMiller,M,100000,29-03-2022,Metz,Moselle,France,57000
21846,121,KevinPatterson,M,110000,15-03-2022,Ingolstadt,Bayern,Germany,85049
21847,249,DominicMadan,M,130000,24-07-2022,London,England,United Kingdom,SW1P 2NU
21848,248,JerryRaje,M,130000,15-06-2022,London,England,United Kingdom,SW19 3RU
21849,210,ToddChow,M,80000,22-03-2022,Saint Ouen,Somme,France,80610
21850,197,BruceSubram,M,80000,23-09-2022,Paris,Seine (Paris),France,75008
21851,131,StuartRailson,M,90000,25-03-2022,Frankfurt,Hessen,Germany,60323
21852,133,EduardoJohnson,M,90000,12-08-2022,Kassel,Hessen,Germany,34117
21853,175,StacyGutierrez,F,100000,31-08-2022,Saarlouis,Saarland,Germany,66740
21854,247,TheresaSchmidt,F,130000,30-10-2022,London,England,United Kingdom,SE1 8HL
21855,276,PaulaMartin,F,170000,19-08-2022,Woolston,England,United Kingdom,WA1 4SY
21856,242,EmmanuelSanchez,M,120000,20-10-2022,Lancaster,England,United Kingdom,LA1 1LN
21857,253,JayDominguez,M,150000,24-01-2022,London,England,United Kingdom,W10 6BL
21858,257,CurtisLin,M,160000,20-01-2022,London,England,United Kingdom,W1Y 3RA
21859,215,MonicaKim,F,70000,18-08-2022,Colombes,Hauts de Seine,France,92700
21860,211,JacquelynGill,F,80000,03-08-2022,Les Ulis,Essonne,France,91940
21861,199,KariRomero,F,90000,31-01-2022,Paris,Seine (Paris),France,75010
21862,206,MichelePrasad,F,90000,23-05-2022,Roissy en Brie,Seine et Marne,France,77680
21863,134,ShawnaAnand,F,90000,08-04-2022,München,Hessen,Germany,80074
21864,231,MartinLopez,M,100000,28-06-2022,Billericay,England,United Kingdom,CM11
21865,251,KathrynAndersen,F,130000,30-05-2022,London,England,United Kingdom,SW8 1XD
21866,226,ShannonZhu,F,80000,23-10-2022,Cergy,Val d'Oise,France,95000
21867,223,MichaelRuggiero,M,90000,09-09-2022,Saint-Denis,Seine Saint Denis,France,93400
21868,153,AimeeMa,F,100000,05-02-2022,Berlin,Nordrhein-Westfalen,Germany,14197
21869,154,TinaPrasad,F,100000,01-12-2022,Bonn,Nordrhein-Westfalen,Germany,53131
21870,267,JennyRaji,F,130000,14-11-2022,Runcorn,England,United Kingdom,TY31
21871,33,DevinAdams,M,60000,04-12-2022,Cranbourne,Victoria,Australia,3977
21872,15,AlishaLal,F,60000,17-09-2022,Silverwater,New South Wales,Australia,2264
21873,5,KellieNavarro,F,70000,23-03-2021,Lane Cove,New South Wales,Australia,1597
21874,13,BrandiSuarez,F,70000,18-03-2021,Port Macquarie,New South Wales,Australia,2444
21875,15,CedricNara,M,70000,02-03-2021,Silverwater,New South Wales,Australia,2264
21876,10,PhilipRubio,M,70000,21-03-2021,Newcastle,New South Wales,Australia,2300
21877,2,ClarenceXu,M,80000,17-03-2021,Coffs Harbour,New South Wales,Australia,2450
21878,10,BryantRana,M,80000,13-03-2021,Newcastle,New South Wales,Australia,2300
21879,33,LouisMa,M,70000,14-10-2022,Cranbourne,Victoria,Australia,3977
21880,33,MarcGomez,M,70000,31-08-2022,Cranbourne,Victoria,Australia,3977
21881,21,NicoleLewis,F,80000,18-09-2022,Caloundra,Queensland,Australia,4551
21882,23,JayRamos,M,90000,29-03-2021,Gold Coast,Queensland,Australia,4217
21883,39,PatriciaKapoor,F,70000,02-02-2022,Sunbury,Victoria,Australia,3429
21884,18,TabithaGutierrez,F,80000,06-10-2022,Sydney,New South Wales,Australia,1002
21885,13,RafaelXu,M,90000,16-03-2021,Port Macquarie,New South Wales,Australia,2444
21886,10,JillCarlson,F,100000,11-03-2021,Newcastle,New South Wales,Australia,2300
21887,31,AshleyWhite,F,80000,04-02-2022,Hobart,Tasmania,Australia,7001
21888,23,EvanEdwards,M,100000,05-03-2021,Gold Coast,Queensland,Australia,4217
21889,4,SheilaNavarro,F,110000,10-03-2021,Goulburn,New South Wales,Australia,2580
21890,3,TiffanyZeng,F,120000,27-07-2022,Darlinghurst,New South Wales,Australia,2010
21891,5,DawnNara,F,110000,17-03-2021,Lane Cove,New South Wales,Australia,1597
21892,16,JoanHernandez,F,100000,08-03-2021,Springwood,New South Wales,Australia,2777
21893,7,BrandiHernandez,F,100000,02-03-2021,Malabar,New South Wales,Australia,2036
21894,31,DavidLi,M,90000,25-03-2021,Hobart,Tasmania,Australia,7001
21895,23,KayleeGonzalez,F,90000,05-03-2021,Gold Coast,Queensland,Australia,4217
21896,34,RoySubram,M,100000,06-06-2022,Geelong,Victoria,Australia,3220
21897,17,FranciscoSubram,M,110000,28-03-2021,St. Leonards,New South Wales,Australia,2065
21898,33,DevonRaji,M,110000,02-11-2022,Cranbourne,Victoria,Australia,3977
21899,6,MarieVazquez,F,110000,03-03-2021,Lavender Bay,New South Wales,Australia,2060
21900,536,RobertJones,M,80000,02-06-2022,Beaverton,Oregon,United States,97005
21901,542,ElizabethTaylor,F,90000,02-01-2023,Lake Oswego,Oregon,United States,97034
21902,325,NatalieJames,F,130000,02-11-2022,Glendale,California,United States,91203
21903,368,FernandoJenkins,M,70000,17-03-2022,Santa Cruz,California,United States,95062
21904,52,ChaseSandberg,M,70000,06-09-2022,Langley,British Columbia,Canada,V3A 4R2
21905,609,PedroHernandez,M,50000,18-07-2022,Bellingham,Washington,United States,98225
21906,609,MirandaSimmons,F,50000,20-08-2022,Bellingham,Washington,United States,98225
21907,616,JordanHall,F,60000,12-09-2022,Everett,Washington,United States,98201
21908,546,IsabelHayes,F,60000,12-08-2022,Oregon City,Oregon,United States,97045
21909,352,AllisonWard,F,160000,13-03-2022,Palo Alto,California,United States,94303
21910,154,RebekahPerez,F,30000,14-12-2022,Bonn,Nordrhein-Westfalen,Germany,53131
21911,223,JoanRoss,F,20000,08-07-2022,Saint-Denis,Seine Saint Denis,France,93400
21912,186,ColleenKumar,F,20000,12-05-2022,Dunkerque,Nord,France,59140
21913,212,ArthurBlanco,M,20000,22-12-2022,Morangis,Essonne,France,91420
21914,120,EmilyBrown,F,20000,20-04-2022,Hof,Bayern,Germany,95010
21915,360,TristanWood,M,70000,11-03-2022,San Francisco,California,United States,94109
21916,68,JesseEvans,M,40000,14-08-2022,Vancouver,British Columbia,Canada,V7L 4J4
21917,355,DaltonJohnson,M,40000,03-06-2022,Redwood City,California,United States,94063
21918,311,CarolSerrano,F,40000,30-01-2022,Concord,California,United States,94519
21919,611,MelissaHoward,F,60000,24-11-2022,Bremerton,Washington,United States,98312
21920,335,DestinyBennett,F,60000,24-11-2022,Lemon Grove,California,United States,91945
21921,59,LucasCollins,M,60000,20-02-2020,Oak Bay,British Columbia,Canada,V8P
21922,374,BaileyWard,F,60000,06-11-2022,Torrance,California,United States,90505
21923,637,JustinWilliams,M,60000,06-12-2022,Seattle,Washington,United States,98104
21924,648,EduardoCook,M,40000,26-12-2022,Yakima,Washington,United States,98901
21925,49,TabithaDominguez,F,40000,01-01-2023,Cliffside,British Columbia,Canada,V8Y 1L1
21926,553,MelanieHenderson,F,60000,08-12-2022,Woodburn,Oregon,United States,97071
21927,310,MeredithBrowning,F,60000,24-12-2022,Colma,California,United States,94014
21928,310,KarlLuo,M,60000,08-12-2022,Colma,California,United States,94014
21929,312,KarenPerry,F,60000,05-12-2022,Coronado,California,United States,92118
21930,325,MarissaPerry,F,60000,12-12-2022,Glendale,California,United States,91203
21931,360,MarcusWood,M,60000,12-12-2022,San Francisco,California,United States,94109
21932,310,LeonardKumar,M,60000,17-12-2022,Colma,California,United States,94014
21933,358,NicoleMartin,F,60000,23-11-2022,San Carlos,California,United States,94070
21934,325,JenniferCox,F,60000,19-08-2022,Glendale,California,United States,91203
21935,644,VictoriaSimmons,F,60000,02-01-2023,Walla Walla,Washington,United States,99362
21936,301,EmmaReed,F,60000,01-09-2022,Burbank,California,United States,91502
21937,359,MorganRoss,F,60000,05-12-2022,San Diego,California,United States,92102
21938,545,SavannahHall,F,60000,13-08-2022,Milwaukie,Oregon,United States,97222
21939,51,ThomasRoberts,M,70000,09-02-2020,Langford,British Columbia,Canada,V9
21940,312,AlejandroSharma,M,90000,21-03-2022,Coronado,California,United States,92118
21941,369,GailMoore,F,60000,01-12-2022,Santa Monica,California,United States,90401
21942,626,JuliaRoberts,F,80000,04-03-2022,Lynnwood,Washington,United States,98036
21943,19,CindyMehta,F,80000,23-03-2021,Wollongong,New South Wales,Australia,2500
21944,8,DaisyJiménez,F,90000,15-03-2021,Matraville,New South Wales,Australia,2036
21945,37,PearlieRusek,F,90000,02-03-2021,Seaford,Victoria,Australia,3198
21946,13,MicheleDeng,F,90000,09-03-2021,Port Macquarie,New South Wales,Australia,2444
21947,37,DianeRomero,F,90000,23-03-2021,Seaford,Victoria,Australia,3198
21948,29,AnnMadan,F,100000,03-03-2021,Findon,South Australia,Australia,5023
21949,28,ClaytonChavez,M,100000,24-03-2021,Cloverdale,South Australia,Australia,6105
21950,4,ArmandoHernandez,M,100000,13-03-2021,Goulburn,New South Wales,Australia,2580
21951,23,OrlandoHernandez,M,80000,07-03-2021,Gold Coast,Queensland,Australia,4217
21952,34,LatashaVazquez,F,70000,28-05-2022,Geelong,Victoria,Australia,3220
21953,36,MarvinVazquez,M,70000,21-04-2022,Melton,Victoria,Australia,3337
21954,31,YolandaAndersen,F,70000,31-12-2022,Hobart,Tasmania,Australia,7001
21955,7,JennyFerrier,F,110000,15-03-2021,Malabar,New South Wales,Australia,2036
21956,10,JayKapoor,M,120000,12-03-2021,Newcastle,New South Wales,Australia,2300
21957,12,KathrynShen,F,120000,08-03-2021,North Sydney,New South Wales,Australia,2055
21958,16,MalloryBlanco,F,130000,24-03-2021,Springwood,New South Wales,Australia,2777
21959,18,JimmyDominguez,M,130000,16-03-2021,Sydney,New South Wales,Australia,1002
21960,33,DawnLiu,F,70000,13-09-2022,Cranbourne,Victoria,Australia,3977
21961,24,ChelseaGarcia,F,70000,02-03-2022,Hawthorne,Queensland,Australia,4171
21962,36,KristiSmith,F,80000,27-02-2022,Melton,Victoria,Australia,3337
21963,9,JacquelynSerrano,F,80000,05-05-2022,Milsons Point,New South Wales,Australia,2061
21964,21,DevonNara,M,80000,22-09-2022,Caloundra,Queensland,Australia,4551
21965,37,BethanyRaheem,F,80000,17-11-2022,Seaford,Victoria,Australia,3198
21966,38,RossSai,M,90000,17-04-2021,South Melbourne,Victoria,Australia,3205
21967,19,CharlesSanders,M,60000,30-11-2022,Wollongong,New South Wales,Australia,2500
21968,29,JaimeDeng,M,70000,11-04-2021,Findon,South Australia,Australia,5023
21969,7,LatoyaDeng,F,70000,27-04-2021,Malabar,New South Wales,Australia,2036
21970,40,JadaRivera,F,60000,15-11-2022,Warrnambool,Victoria,Australia,3280
21971,23,WarrenShan,M,60000,12-07-2022,Gold Coast,Queensland,Australia,4217
21972,2,MandyShe,F,60000,28-05-2022,Coffs Harbour,New South Wales,Australia,2450
21973,28,JanetVazquez,F,60000,26-11-2022,Cloverdale,South Australia,Australia,6105
21974,36,WhitneySuri,F,70000,28-04-2021,Melton,Victoria,Australia,3337
21975,30,AlfredoRuiz,M,60000,28-12-2022,Perth,South Australia,Australia,6006
21976,18,JacquelineTorres,F,60000,01-04-2021,Sydney,New South Wales,Australia,1002
21977,17,PhillipMalhotra,M,70000,11-06-2022,St. Leonards,New South Wales,Australia,2065
21978,15,TracyDeng,F,90000,22-04-2022,Silverwater,New South Wales,Australia,2264
21979,31,PhilipGutierrez,M,60000,09-04-2021,Hobart,Tasmania,Australia,7001
21980,22,BethMoreno,F,60000,05-04-2021,East Brisbane,Queensland,Australia,4169
21981,20,IsabellaHenderson,F,60000,10-11-2022,Brisbane,Queensland,Australia,4000
21982,32,DeborahLal,F,60000,25-04-2021,Bendigo,Victoria,Australia,3550
21983,28,GlennLiang,M,60000,01-04-2021,Cloverdale,South Australia,Australia,6105
21984,5,KristySuarez,F,60000,12-04-2021,Lane Cove,New South Wales,Australia,1597
21985,14,EddieTorres,M,60000,04-04-2021,Rhodes,New South Wales,Australia,2138
21986,29,KristiChapman,F,60000,09-04-2021,Findon,South Australia,Australia,5023
21987,22,TheodoreDominguez,M,70000,27-04-2021,East Brisbane,Queensland,Australia,4169
21988,13,AlishaZhao,F,80000,22-11-2022,Port Macquarie,New South Wales,Australia,2444
21989,14,ErikJimenez,M,80000,26-03-2022,Rhodes,New South Wales,Australia,2138
21990,26,AlejandroRai,M,80000,06-04-2022,Rockhampton,Queensland,Australia,4700
21991,37,TeresaGill,F,80000,22-01-2023,Seaford,Victoria,Australia,3198
21992,40,AlejandroZhang,M,80000,28-12-2022,Warrnambool,Victoria,Australia,3280
21993,32,CraigSanz,M,70000,08-03-2022,Bendigo,Victoria,Australia,3550
21994,37,NatashaRuiz,F,90000,01-04-2021,Seaford,Victoria,Australia,3198
21995,13,KathrynRaji,F,70000,17-08-2022,Port Macquarie,New South Wales,Australia,2444
21996,22,AmyGao,F,60000,14-04-2021,East Brisbane,Queensland,Australia,4169
21997,40,DennisXu,M,80000,03-11-2022,Warrnambool,Victoria,Australia,3280
21998,22,ErikHernandez,M,90000,14-07-2022,East Brisbane,Queensland,Australia,4169
21999,34,JuliaBarnes,F,90000,22-04-2021,Geelong,Victoria,Australia,3220
22000,25,CynthiaChandra,F,100000,10-04-2021,Hervey Bay,Queensland,Australia,4655
22001,31,GregoryChander,M,70000,04-05-2022,Hobart,Tasmania,Australia,7001
22002,7,KristenChen,F,30000,29-08-2022,Malabar,New South Wales,Australia,2036
22003,38,JillNavarro,F,40000,07-07-2022,South Melbourne,Victoria,Australia,3205
22004,2,MeghanOrtega,F,60000,09-04-2021,Coffs Harbour,New South Wales,Australia,2450
22005,35,PamelaMehta,F,70000,27-12-2022,Melbourne,Victoria,Australia,3000
22006,38,JonNara,M,70000,18-03-2022,South Melbourne,Victoria,Australia,3205
22007,618,KayleeHernandez,F,30000,10-12-2022,Issaquah,Washington,United States,98027
22008,49,AlishaYe,F,40000,19-02-2020,Cliffside,British Columbia,Canada,V8Y 1L1
22009,312,RossAlvarez,M,40000,18-03-2022,Coronado,California,United States,92118
22010,302,HenryLopez,M,40000,28-10-2022,Burlingame,California,United States,94010
22011,634,RichardPatterson,M,30000,29-11-2022,Redmond,Washington,United States,98052
22012,310,ReginaMalhotra,F,30000,30-06-2022,Colma,California,United States,94014
22013,545,MarcusJenkins,M,30000,14-12-2022,Milwaukie,Oregon,United States,97222
22014,50,JoseGonzales,M,30000,11-06-2022,Haney,British Columbia,Canada,V2W 1W2
22015,64,MaryTurner,F,30000,08-07-2022,Shawnee,British Columbia,Canada,V9B 2C3
22016,612,TerrenceAndersen,M,30000,25-12-2022,Burien,Washington,United States,98168
22017,8,SharonShe,F,30000,05-06-2022,Matraville,New South Wales,Australia,2036
22018,40,ToddSun,M,40000,12-06-2022,Warrnambool,Victoria,Australia,3280
22019,65,RachelBryant,F,40000,27-02-2022,Shawnee,British Columbia,Canada,V9B 5T2
22020,34,JaimeShan,M,40000,26-09-2022,Geelong,Victoria,Australia,3220
22021,635,EthanWhite,M,30000,02-11-2022,Renton,Washington,United States,98055
22022,355,ChristopherDavis,M,30000,12-11-2022,Redwood City,California,United States,94063
22023,300,RafaelChen,M,30000,20-03-2022,Beverly Hills,California,United States,90210
22024,310,SamuelChen,M,40000,03-05-2022,Colma,California,United States,94014
22025,312,RileyPeterson,F,40000,08-07-2022,Coronado,California,United States,92118
22026,49,BridgetKennedy,F,30000,29-08-2022,Cliffside,British Columbia,Canada,V8Y 1L1
22027,49,FranklinLuo,M,30000,11-05-2022,Cliffside,British Columbia,Canada,V8Y 1L1
22028,31,JodiShen,F,30000,02-02-2022,Hobart,Tasmania,Australia,7001
22029,15,LauraGao,F,40000,13-12-2022,Silverwater,New South Wales,Australia,2264
22030,37,BarbaraShen,F,40000,19-04-2021,Seaford,Victoria,Australia,3198
22031,19,JorgeCai,M,40000,13-04-2021,Wollongong,New South Wales,Australia,2500
22032,35,IvanFernandez,M,40000,06-04-2021,Melbourne,Victoria,Australia,3000
22033,16,MarshallZhao,M,50000,11-04-2021,Springwood,New South Wales,Australia,2777
22034,326,SethClark,M,40000,31-03-2022,Grossmont,California,United States,91941
22035,355,RyanWilson,M,40000,31-03-2022,Redwood City,California,United States,94063
22036,315,GabriellaHall,F,40000,16-12-2022,Downey,California,United States,90241
22037,637,AngelaGonzales,F,40000,14-09-2022,Seattle,Washington,United States,98104
22038,326,IsabellaJackson,F,50000,04-02-2022,Grossmont,California,United States,91941
22039,335,MarissaSimmons,F,50000,13-12-2022,Lemon Grove,California,United States,91945
22040,385,DevinBrown,M,50000,16-05-2022,Woodland Hills,California,United States,91364
22041,50,PaigeMorris,F,60000,29-01-2020,Haney,British Columbia,Canada,V2W 1W2
22042,300,AbigailBryant,F,70000,18-03-2022,Beverly Hills,California,United States,90210
22043,331,TrinityCox,F,70000,06-04-2022,La Jolla,California,United States,92806
22044,358,ConnorYoung,M,80000,11-04-2022,San Carlos,California,United States,94070
22045,612,CameronChen,M,80000,13-04-2022,Burien,Washington,United States,98168
22046,644,JasmineSanders,F,80000,05-04-2022,Walla Walla,Washington,United States,99362
22047,300,DavidGonzales,M,90000,20-09-2022,Beverly Hills,California,United States,90210
22048,360,GraceWashington,F,100000,09-04-2022,San Francisco,California,United States,94109
22049,299,AllenPatel,M,130000,05-05-2022,Berkeley,California,United States,94704
22050,43,RichardBailey,M,90000,27-02-2020,Burnaby,British Columbia,Canada,V3J 6Z3
22051,609,LaurenRogers,F,90000,22-12-2022,Bellingham,Washington,United States,98225
22052,298,ZacharyButler,M,110000,09-02-2022,Bellflower,California,United States,90706
22053,299,JaimeGoel,M,120000,06-10-2022,Berkeley,California,United States,94704
22054,299,RussellRaji,M,120000,12-04-2022,Berkeley,California,United States,94704
22055,300,HannahClark,F,120000,10-02-2022,Beverly Hills,California,United States,90210
22056,631,AlexHoward,M,40000,07-09-2022,Olympia,Washington,United States,98501
22057,648,KyleRoss,M,40000,11-01-2023,Yakima,Washington,United States,98901
22058,49,JakeZukowski,M,40000,02-03-2020,Cliffside,British Columbia,Canada,V8Y 1L1
22059,52,JonathanJohnson,M,40000,01-04-2022,Langley,British Columbia,Canada,V3A 4R2
22060,542,EvanHill,M,40000,07-03-2022,Lake Oswego,Oregon,United States,97034
22061,306,JennyGoel,F,60000,26-12-2022,Cerritos,California,United States,90703
22062,315,CameronFlores,M,60000,20-12-2022,Downey,California,United States,90241
22063,7,JoannaSuarez,F,10000,15-01-2023,Malabar,New South Wales,Australia,2036
22064,39,LawrenceCarlson,M,20000,16-02-2022,Sunbury,Victoria,Australia,3429
22065,20,RoyMartin,M,20000,26-02-2022,Brisbane,Queensland,Australia,4000
22066,299,PaulaMunoz,F,70000,01-04-2022,Berkeley,California,United States,94704
22067,609,JuliaJackson,F,70000,26-04-2022,Bellingham,Washington,United States,98225
22068,300,SeanJames,M,100000,12-04-2022,Beverly Hills,California,United States,90210
22069,300,BaileyReed,F,100000,29-07-2022,Beverly Hills,California,United States,90210
22070,310,EduardoBrown,M,110000,06-08-2022,Colma,California,United States,94014
22071,312,GabrielCarter,M,110000,07-05-2022,Coronado,California,United States,92118
22072,385,DevinRussell,M,160000,31-03-2022,Woodland Hills,California,United States,91364
22073,609,TimothySanders,M,90000,23-05-2022,Bellingham,Washington,United States,98225
22074,552,RichardWashington,M,100000,28-04-2022,W. Linn,Oregon,United States,97068
22075,298,PedroPatel,M,110000,27-09-2022,Bellflower,California,United States,90706
22076,310,NelsonVazquez,M,110000,26-05-2022,Colma,California,United States,94014
22077,311,MarvinRubio,M,110000,06-04-2022,Concord,California,United States,94519
22078,325,WilliamMartin,M,120000,28-04-2022,Glendale,California,United States,91203
22079,54,KatherinePerez,F,70000,09-10-2022,N. Vancouver,British Columbia,Canada,V7L 4J4
22080,66,CaitlinSanchez,F,70000,28-11-2022,Sooke,British Columbia,Canada,V0
22081,552,OliviaClark,F,100000,05-04-2022,W. Linn,Oregon,United States,97068
22082,299,LucasBarnes,M,110000,13-04-2022,Berkeley,California,United States,94704
22083,299,DavidFlores,M,110000,27-08-2022,Berkeley,California,United States,94704
22084,307,FrancisGomez,M,110000,08-10-2022,Chula Vista,California,United States,91910
22085,310,ToniMehta,F,110000,05-08-2022,Colma,California,United States,94014
22086,311,ChelseaSanchez,F,110000,12-06-2022,Concord,California,United States,94519
22087,312,JoanColeman,F,120000,10-07-2022,Coronado,California,United States,92118
22088,325,HannahDiaz,F,130000,14-04-2022,Glendale,California,United States,91203
22089,347,MasonGray,M,130000,08-04-2022,Novato,California,United States,94947
22090,383,AlexandraMiller,F,70000,09-02-2022,West Covina,California,United States,91791
22091,626,KaylaGriffin,F,80000,25-04-2022,Lynnwood,Washington,United States,98036
22092,642,AndreaYoung,F,90000,12-04-2022,Tacoma,Washington,United States,98403
22093,547,SydneyBaker,F,90000,16-05-2022,Portland,Oregon,United States,97205
22094,644,JaredWatson,M,90000,08-05-2022,Walla Walla,Washington,United States,99362
22095,69,BrandonPerry,M,90000,10-11-2022,Victoria,British Columbia,Canada,V8V
22096,609,BryceCooper,M,70000,03-05-2022,Bellingham,Washington,United States,98225
22097,69,DavidAnderson,M,40000,16-02-2022,Victoria,British Columbia,Canada,V8V
22098,552,KatherineBrooks,F,50000,28-06-2022,W. Linn,Oregon,United States,97068
22099,310,JoelSchmidt,M,80000,13-05-2022,Colma,California,United States,94014
22100,60,FernandoHall,M,80000,08-08-2022,Port Hammond,British Columbia,Canada,V6B 3P7
22101,616,CarolWhite,F,90000,06-10-2022,Everett,Washington,United States,98201
22102,548,EduardoCox,M,100000,06-10-2022,Salem,Oregon,United States,97301
22103,302,AlexandraHernandez,F,110000,23-05-2022,Burlingame,California,United States,94010
22104,314,RichardAdams,M,110000,07-05-2022,Daly City,California,United States,94015
22105,335,TaylorCooper,F,120000,01-01-2023,Lemon Grove,California,United States,91945
22106,352,OliviaLong,F,160000,11-05-2022,Palo Alto,California,United States,94303
22107,59,MichaelJones,M,70000,12-06-2022,Oak Bay,British Columbia,Canada,V8P
22108,347,EduardoPowell,M,70000,18-04-2022,Novato,California,United States,94947
22109,68,JonathanMitchell,M,60000,19-03-2020,Vancouver,British Columbia,Canada,V7L 4J4
22110,536,EduardoKing,M,60000,24-12-2022,Beaverton,Oregon,United States,97005
22111,311,GabriellaKing,F,60000,01-12-2022,Concord,California,United States,94519
22112,60,PaigeReed,F,60000,27-03-2020,Port Hammond,British Columbia,Canada,V6B 3P7
22113,552,KatherineGarcia,F,70000,17-05-2022,W. Linn,Oregon,United States,97068
22114,49,LucasMartin,M,70000,01-03-2020,Cliffside,British Columbia,Canada,V8Y 1L1
22115,634,DaltonRogers,M,70000,07-05-2022,Redmond,Washington,United States,98052
22116,326,RobertLopez,M,70000,28-05-2022,Grossmont,California,United States,91941
22117,68,SydneyPerez,F,70000,22-03-2020,Vancouver,British Columbia,Canada,V7L 4J4
22118,68,JenniferParker,F,70000,22-04-2020,Vancouver,British Columbia,Canada,V7L 4J4
22119,302,HaileyFlores,F,70000,28-05-2022,Burlingame,California,United States,94010
22120,69,JenniferPerry,F,60000,28-04-2020,Victoria,British Columbia,Canada,V8V
22121,50,JacksonHenderson,M,40000,18-05-2020,Haney,British Columbia,Canada,V2W 1W2
22122,634,RachelButler,F,40000,13-04-2022,Redmond,Washington,United States,98052
22123,300,IsabellaBailey,F,60000,24-05-2022,Beverly Hills,California,United States,90210
22124,432,DesireeAlonso,F,60000,12-11-2022,Chicago,Illinois,United States,60610
22125,343,ZacharyGarcia,M,60000,11-03-2022,National City,California,United States,91950
22126,302,RachelWard,F,60000,20-08-2022,Burlingame,California,United States,94010
22127,310,MarcusThompson,M,60000,09-05-2022,Colma,California,United States,94014
22128,51,MelissaPerry,F,70000,26-05-2020,Langford,British Columbia,Canada,V9
22129,300,ChloeHall,F,70000,13-05-2022,Beverly Hills,California,United States,90210
22130,359,XavierBryant,M,70000,09-05-2022,San Diego,California,United States,92102
22131,326,JessicaCook,F,70000,19-05-2022,Grossmont,California,United States,91941
22132,310,RachaelMehta,F,70000,28-05-2022,Colma,California,United States,94014
22133,631,XavierAdams,M,80000,19-05-2022,Olympia,Washington,United States,98501
